Restaurant Name,Category,Rating,Cost for two,Area,Locality,Address,Veg,Long Distance Delivery
ZAIKA BIRYANI,"Biryani,Arabian",NA,200,Nandanvan,Nandanvan,PLOT NO 1923 RAILWAY STATION ROAD NEAR AMINA ELECTRONIC PARDI NAGPUR ZONE NO 5 HANUMANNAGAR NAGPUR URBAN NAGPUR 1 MAHARASHTRA 440035,False,1
KITCHEN AROMA,"Chinese,Indian,Beverages",NA,200,Wardha Road,Wardha Road,SHOP NO 4 UDYAN FLATS WARDHA ROAD UJWAL NAGAR NAGPUR URBAN NAGPUR MAHARASHTRA,True,1
Casa,"Chinese,Pizzas,Fast Food,Snacks",NA,200,Pratap Nagar,Pratap Nagar,"11, Hingna Rd, near T Point, Parsodi, Nagpur, Maharashtra 440022, India",False,1
EAT MORE,Indian,NA,200,Gittikhadan,Gittikhadan,"NEAR GOUSIYA MASJID, SURENDRAGAD, SEMINARY HILLS, NAGPUR, - 440006",False,1
Median Grilled,"Biryani,Tandoor,Chinese,North Indian,Snacks",3.9,300,Manish Nagar,Manish Nagar,"Plot 8, Vijay Ganga, Beltarodi Road, Manish Nagar, Vivekanand Nagar, Nagpur",False,1
MARVEL CAKES,Bakery,NA,350,Manish Nagar,Manish Nagar,PLOT NO 117 H NO 3497/A/11 SHILPA SOCIETY NO 2 ZONE NO 5 HANUMANNAGAR NAGPUR URBAN NAGPUR MAHARASHTRA,True,1
Om Shakti Saoji,Indian,4.3,500,Trimurti Nagar,Trimurti nagar,"10/4, 82, HIG Housing Board Colony, Near NIT Garden, Trimuti Nagar, Nagpur",False,1
RISE AND SHINE CAFE,"Fast Food,Pizzas,Snacks",NA,300,Wardhaman Nagar,Wardhaman Nagar,"752, MINI MATA NAGAR, BHANDARA ROAD, NEAR CORPORATION SCHOOL, NAGPUR- 440008, ZONE NO 8- LAKADGANJ, NAGPUR (URBAN), NAGPPUR, MAHARASHTRA- 440008",True,1
Swara Cakes,Bakery,NA,250,Ayodhya Nagar,Ayodhya Nagar,"253,new mhalgi nagar nagpur, Zone no.3 - Neharunagar, Nagpur",False,1
Sangam Saoji,"North Indian,Chinese",NA,200,Trimurti Nagar,Trimurti Nagar Ring Road,"Opposite Bank of Maharashtra, Trimurti Nagar Ring Road, Near Pratap Nagar, Nagpur",False,1
Pizza Point,"Pizzas,Street Food,Fast Food",NA,250,Ayodhya Nagar,Ayodhya Nagar,"253,new mhalgi nagar nagpur, Zone no.3 - Neharunagar, Nagpur-440024",False,1
Pizza Co.,"Pizzas,Italian",NA,150,Pratap Nagar,Pratap Nagar,"Shop 4, Laxmi Niwas, Opposite NIT Garden, Trimurti Nagar, Pratap Nagar, Nagpur 440022",False,1
Lovely's Baker Street,"American,Pastas,Pizzas,Snacks,Beverages",4.3,250,Trimurti Nagar,"Opposite NIT Garden, Trimurti Nagar","Shop 4, Laxmi Niwas, Opposite NIT Garden, Trimurti Nagar, Pratap Nagar, Nagpur",False,1
Make My Cake,Bakery,NA,150,Pratap Nagar,Pratap Nagar,202 MEGHMALHAR APARTMENT DEENDAYAL NAGAR,False,1
FLAME OF LOVE,"Snacks,American,Chinese",NA,350,Ayodhya Nagar,Ayodhya Nagar,"PLOT NO.102, RAJAPETH BUS STOP HUDKESHWAR NAGAPUR , Zone no3 neharunagar , Nagpur (Urban), Nagpur ,Maharashtra-440034",False,1
MotoRush The Garage Cafe,"Italian-American,Fast Food,Snacks,Beverages",NA,500,Pratap Nagar,Pratap Nagar,"50, SH260, Parsodi, Subhash Nagar, Trimurtee Nagar, Nagpur, Maharashtra 440022, India",False,1
Hotel Airport BNB,"North Indian,Chinese",NA,1000,Wardha Road,Wardha Road,"79-80, Sonegaon, Nagpur, Maharashtra 440005, India",False,1
CONCEPTS FOODS,Indian,NA,49,Manish Nagar,Manish Nagar,"PLOT NO. 89, NEAR ELECTRIC DP, SANTAJI  SOCIETY, SOMALWADA, NAGPUR, Zone  no.5-Hanumannagar, Nagpur urban,  Nagpur-1, Maharashtra - 440015",True,1
Ghugre Nashta Point,"Street Food,Snacks",4.7,100,Manish Nagar,Manish Nagar,"plot no 13 pramila apartment besa road shilpa society manish nagar nagpur ,zone no.5-hanumannagar ,nagpur(urban),nagpur ,maharashtra-440015",True,1
Wok On Point,"Chinese,Snacks,Biryani",NA,200,Wardha Road,Wardha Road,"PLOT NO - 59, JAIWANT NAGAR, OMKAR NAGAR ROAD, NAGPUR, Zone no.5- Hanumannagar, Nagpur (Urban), Nagpur, Maharashtra - 440027",False,1
ROTI KHAZANA,Indian,NA,40,Manish Nagar,Manish Nagar,"PLOT NO. 89, NEAR ELECTRIC DP, SANTAJI  SOCIETY, SOMALWADA, NAGPUR, Zone  no.5-Hanumannagar, Nagpur urban,  Nagpur-1, Maharashtra - 440015",True,1
Tasty Delight,"Bakery,Desserts,Pizzas,Chinese,Snacks",3.5,750,Dighori,Ayodhya Nagar,"253, New Mhalgi Nagar,hudkeshwar road, Nagpur, Maharashtra 440034, India",False,1
Aryanu Cakes,"Bakery,Desserts",3.9,300,Hingna,"Vignaharta Appartment, Hingna T-Point","Flat 102, Vignaharta Appartment, Hingna T-Point, Nagpur",True,1
SARVADNYA FAST FOOD,"Chinese,Italian-American,Street Food,Fast Food,Snacks,Beverages",NA,250,Nandanvan,Nandanvan,"7, SAIBABA NAGAR, KHARBI ROAD, ZONE NO. 3, NEHRU NAGAR, NAGPUR URBAN, NAGPUR- 1, MAHARASHTRA- 440034",True,1
Meals101,"Asian,North Indian,Chinese,Mexican,Italian,Thalis,Desserts,Beverages",3.6,250,Hingna T Point,Pratap Nagar,"Plot No. 2, Scheme NIT, Khasra No. 36/3, Higna Road, Nagpur.",False,1
HEEM CREAM ICE PARLOUR,Indian,NA,200,Pratap Nagar,Pratap Nagar,S NO G 3 RACHANA TARANGAN APARTMENT HINGNA ROAD ZONE NO 2 DHARAMPETH NAGPUR URBAN NAGPUR 1 MAHARASHTRA,True,1
ZENITH'S CAFE,"Fast Food,Pizzas,Snacks",NA,250,Wardhaman Nagar,Wardhaman Nagar,"1718, MINI MATA NAGAR, NAGPUR- 440008, ZONE NO.8- LAKADGANJ, NAGPUR (URBAN), NAGPUR, MAHARASHTRA- 440008",True,1
Afghan Darbar,"Afghani,Tandoor,North Indian,Chinese,Biryani",NA,400,Gandhibag,Jaripatka,"PLOT NO. 1756 OLD YASHODHARA POLICE  STATION ARVIND NAGAR TIPU SULTAN  CHOWK NAGPUR, Zone no.9-Asinagar,  Nagpur (Urban), Nagpur, Maharashtra -  440026",False,1
Riteshri Soanpapdi Junction,"Sweets,Desserts",NA,250,Ayodhya Nagar,Ayodhya Nagar,"253,new mhalgi nagar nagpur, Zone no.3 - Neharunagar, Nagpur-440024",False,1
Mumma's Kitchen,Indian,NA,250,Wardha Road,Wardha Road,"101/78, Dattatray Society, Shyam Nagar, Manish Nagar, Somalwada, Nagpur, Maharashtra 440015, India",False,1
Monk 96,"North Indian,Indian,Tandoor,Tibetan",3.4,250,Somalwada,Dharampeth,"Chalets  20, Sai NPlot no. 20 Engineer coop, HSG. Society, Sector 02, Somalwada, Nagpur, Maharashtra 440025agar, Engineers Co-Op Housing Society, Somalwada, Near airport, Wardha Road, Nagpur 440025",False,1
FOOD VEERAM BY SHANTI,"Fast Food,Waffle,Pizzas,Snacks,Beverages",NA,300,Wardhaman Nagar,Wardhaman Nagar,"194, SURYA NAGAR, KALAMANA MARKET ROAD, BESIDE SBI BANK, NAGPUR, ZONE NO. 8- LAKADGANJ, NAGPUR (URBAN), NAGPUR, MAHARASHTRA- 440035",True,1
Vithal Keshav,"Beverages,Fast Food,Snacks",3.7,300,Pratap Nagar,Pratap Nagar,"Shop no.2,Vighanaharta Apartment, Hingna T-Point, NagpurShop no.2,Vighanaharta Apartment, Hingna T-Point, Nagpur 440022",False,1
MH breakfast & restaurant,"Maharashtrian,North Indian",4.1,200,Pratap Nagar,Indrapratha nagar,"Plot no:- 121,surve Nagar Nagpur 440025",False,1
BHAYYAJI SAOJI AND FAMILY RESTAURANT,"North Indian,Indian",NA,350,Pratap Nagar,Pratap Nagar,PLOT NO 53 UNNATI GRUH NIRMAN SOC JAITALA ROAD BHAMTHI NAGPUR 440022NAGPUR URBAN NAGPUR 1 MAHARASHTRA 440022,False,1
Waffle Boy,"Bakery,Desserts",NA,150,Pratap Nagar,Pratap Nagar,Shop 4 Laxmi Niwas  Opposite NIT Garden  Trimurti Nagar  Pratap Nagar  Nagpur 440022,False,1
SUKUN ROOFTOP EXOTIC KITCHEN,"Fast Food,Snacks,Italian",NA,300,Manish Nagar,Manish Nagar,PLOT NO 127 MILIND GRUHA NIRMAL HOU. SOC BELTARO NAGPUR URBAN ZONE NO 5 HANUMANNAGAR NAGPUR URBAN NAGPUR 1 MAHARASHTRA 440037,False,1
ROOFTOP KITCHEN,"Fast Food,Snacks,Italian",NA,300,Manish Nagar,Manish Nagar,PLOT NO 127 MILIND GRUHA NIRMAL HOU. SOC BELTARO NAGPUR URBAN ZONE NO 5 HANUMANNAGAR NAGPUR URBAN NAGPUR 1 MAHARASHTRA 440037,False,1
1221 Burger House,"American,Fast Food,Snacks",NA,150,Pratap Nagar,Pratap Nagar,"Shop 4, Laxmi Niwas, Opposite NIT Garden, Trimurti Nagar, Pratap Nagar, Nagpur 440022",False,1
Mr. Fries,Snacks,NA,150,Pratap Nagar,Pratap Nagar,"Shop 4, Laxmi Niwas, Opposite NIT Garden, Trimurti Nagar, Pratap Nagar, Nagpur  -  440022",False,1
Sandwich Co.,"Fast Food,Snacks",NA,150,Pratap Nagar,Pratap Nagar,"Shop 4, Laxmi Niwas, Opposite NIT Garden, Trimurti Nagar, Pratap Nagar, Nagpur",False,1
Sizzling Snacks & Bakery,"Bakery,Desserts,Snacks,Beverages",3.4,200,Hingna T Point,"Ambika Palace, Hingna T-Point","Plot No.4-A, Shop No.1, Ambika Palace, Hingna T-Point, Hingna Road, Nagpur",False,1
Oven & Grill,"Pizzas,Pastas,Fast Food,Street Food,Desserts,Beverages",3.1,250,Hingna T Point,Pratap Nagar,"Plot No. 2, Scheme NIT, Khasra No. 36/3, Higna Road, Nagpur.  Maharashtra, 440022",False,1
DELIKIZTAAN,"Chinese,Fast Food,Beverages",NA,200,Jafar nagar,Jafar nagar,"METRO PLAZA , GOREWADA RING ROAD SQUARE , JAFAR  NAGAR , NAGPUR-440013",False,1
CHICKEN MUTTON,North Indian,NA,200,Manish Nagar,Manish Nagar,204 SHANTI HEIGHT SHANTI PARK BELTARODI ROAD BESA ZONE NO 5 HANUMANNAGAR NAGPUR URBAN NAGPUR 1 MAHARASHTRA,False,1
Abhishek pakodewala,Snacks,NA,100,Dharampeth,Dharampeth,"plot no.- 84,85 pathak house, opposite petrol pump,abhyankar nagar,nagpur, nagpur urban,nagpur-1 (maharashtra),- 440010",True,1
Mehfil Biryani by Zakir Khan,"Biryani,Mughlai,Lucknowi,Hyderabadi,Kebabs,North Indian,Desserts,Beverages",3.5,600,Hingna T Point,Pratap Nagar,"""""""Tarzaan Estate, Next to Priyadarshini Girls  Hostel, Priyadarshini T- Point, Nagpur.,  Nagpur-1, Maharashtra-440022 """"""",False,1
Makhni Brothers,"North Indian,Kebabs,Biryani,Awadhi,Hyderabadi,Lucknowi,Mughlai,Desserts,Beverages",3.3,350,Hingna T Point,Pratap Nagar,"Plot No. 2, Scheme NIT, Khasra No. 36/3, Higna Road, Nagpur.",False,1
"Adhira,s Kitchen","Indian,South Indian",NA,100,Sadar,Sadar,"686, Priti Society, Hajaripahad, Saroj Nagar, Nagpur, Maharashtra 440013, India",False,1
Kings of Thali,"North Indian,Thalis",3.8,250,Jaitala,"Hingna Rod, Near Tea Point","Hingna Rod, Near Tea Point, Takli Seem, Pratap Nagar, Nagpur",False,1
UNDERPASS SNACKS,Indian,NA,200,Manish Nagar,Manish Nagar,204 SHANTI HEIGHT SHANTI PARK BELTARODI ROAD BESA ZONE NO 5 HANUMANNAGAR NAGPUR URBAN NAGPUR 1 MAHARASHTRA,False,1
BOKADE SAOJI AND FAMILY RESTAURANT,"Indian,Chinese,North Indian",NA,400,Nandanvan,Nandanvan,"14, KAVITA PALACE, BELDAR NAGAR, NARSALA ROAD, DIGHORI, UMRED ROAD, ZONE NO. 3, NEHRU NAGAR, NAGPUR URBAN, NAGPUR- 1, MAHARASHTRA- 440009",False,1
Thali Singh,"Thalis,Combo,North Indian,Maharashtrian,Biryani,Desserts,Beverages",NA,400,Manish Nagar,Manish Nagar,"Plot no.8, Jaihind Society, Shyam Nagar, Manish Nagar, Nagpur",False,1
Dwarkamai Pure Veg Foods,North Indian,NA,100,Nandanvan,Nandanvan,"DWARKAMAI PURE VEG AND ONLINE DELIVERY, 141 SAIBABA NAGAR, KHARB ROAD, NAGPUR 440034, Zone no.3 - Neharunagar, Nagpur (Urban), Nagpur, Maharashtra - 440034",False,1
Fuel fitness courtyard,Snacks,NA,600,Pratap Nagar,Hingna T Point,"Ambika Palace, Near Priyadarshini Girla Hostel, Hingna T Point, Nagpur",False,1
Khichdi Tales,"Indian,North Indian",NA,350,Pratap Nagar,Pratap Nagar,"""""""Plot No. 2, Scheme NIT, Khasra No. 36/3, MB Takli SIM in layout, Ward No. 74, Takli Seem Hingna Road, Maharashtra 440023""""""",False,1
Rsvp Restrobar & Rooftop,"Indian,Snacks,Italian,Tandoor,Chinese,Pizzas,North Indian,Street Food,Beverages",NA,250,Hingna T point,Pratap Nagar,"PLOT NO, 5, HINGANA T.POINT,  HINGANA  ROAD, NAGPUR   440016",False,1
7th Heaven Cake Shop,Bakery,3.7,500,Besa,Besa T Point,"SHOP NO 04, SHANTI HEIGHTS, BESA T-POINT, BELTARODI ROAD, BESA, NAGPUR 440034 ",False,1
ji saoji,"Biryani,Snacks",NA,200,Manish Nagar,Manish Nagar,"382, Dr .Amdedkar nagar , Dharampeth, Nagpur urban, Nagpur-1 (Maharashtra)-440010",False,1
C K ENTERPRISES BIRYANI,Biryani,NA,300,Manish Nagar,Manish Nagar,PLOT NO 1 SWAMIKRUPA TOWER SHOP NO 4 G 4A JAI HIND CO OPERATIVE SOCIETY LTD SHYAM NAGAR MAUZA SOMALWADA ZONE NO 1 LAXMINAGAR NAGPUR URBAN NAGPUR 1 MAHARASHTRA,False,1
Foodasta,"Thalis,Indian,North Indian,Biryani,Combo",3.5,200,Pratap Nagar,"Prasad Nagar, mangal murti square","P.no 2 prasad nagar, near saraswati shishu mandir school, mangal murti square , Nagpur.",False,1
Biryani Bhaijaan,"Biryani,North Indian,Chinese,Snacks",NA,300,Wardha Road,Wardha Road,"Plot no. 8, Vijay Ganga, Beltarodi Road, Manish Nagar, Nagpur 440037",False,1
The Wrap Co.,"Fast Food,Desserts,Beverages",3.0,350,Hingna T Point,Pratap Nagar,"Plot No. 2, Scheme NIT,Khasra No. 36/3, MB TakliSIM in layout, Ward No.74, Takli Seem HingnaRoad, Maharashtra440023.",False,1
